Frame;3_X;3_Y;3_Z
0;0.0;0.0;0.0
1;1.4591742647481853;3.2047042544717246;2.317642538686352
2;0.3854466646820735;1.0563425849916048;1.4158965008636288
3;0.8844611867331279;1.6139993796882472;2.7954430441651272
4;1.075581438809735;2.0434439155933353;3.5490049338251115
5;1.1897247476841275;2.5656928173083147;4.3136482084206955
6;1.3676786079379195;3.1475878024975894;5.4537868195188075
7;1.6046114438851442;3.817035514202573;6.695945531271547
8;1.8235500317922093;4.496076677725915;8.087298186373667
9;2.0303380156990247;5.1902491433267;9.568223194919396
10;2.187972684640986;5.938616941951226;11.150645246782657
11;2.419235795493946;6.710886652319821;12.574552986554506
12;2.6473467737274414;7.524825812997497;14.24843123764805
13;2.917372826141801;8.39373489973808;15.775592529192322
14;3.157770324737886;9.283374889886359;17.472732428197066
15;3.3439574668568937;10.25293295154114;19.194648643040818
16;3.552545768575552;11.26725017332674;20.91841099145006
17;3.814003064483723;12.299289430412268;22.735930712376046
18;4.214415849344625;13.333584189177722;24.48960919646857
19;4.736267826104817;14.461037072377795;26.154607095068663
20;5.2212426623662855;15.672164064376608;27.815324806527823
21;7.9079786715803735;18.119853105265765;47.20317431067192
22;12.728191077228539;25.52982575578242;83.67915805450465
23;7.841853726112372;20.485262675494607;47.87556979945652
24;8.48185906572802;20.631470413993945;43.73506863128051
25;13.78525658701642;24.138547582364463;71.97493263156825
26;9.660774071093352;23.072457643954454;47.30554231124104
27;10.000579527370105;24.46089730159723;48.151650398089224
28;15.004899908711042;29.770579439545543;85.9614890352741
29;16.037490611593853;30.055795039984016;85.22014757088692
30;16.61024406883549;29.52656338783804;78.87869604457855
31;17.584609585785163;32.50349999550753;90.43723165420981
32;15.791889563560218;32.54111918683729;76.22495091414316
33;15.542025547727356;30.956247042893537;50.829121818287035
34;18.736774642619757;34.54000069789579;82.81455851604746
35;19.705803970754506;37.369527165855715;92.77761660714943
36;20.24537320736533;38.071168517866816;84.74692926824589
37;21.706191294007784;37.26521992575749;80.48176601053028
38;23.033656791606706;37.241365742672336;74.52512228547064
39;23.978332283738858;39.764261794767684;77.20435923727162
40;25.496196530886873;40.4879021223234;82.70549455383231
41;27.472881967431388;40.24452817625858;78.26773503565946
42;28.324488060307925;42.29381808297095;75.88850287593921
43;29.79999372144114;44.29855187101328;97.34555156474066
44;31.6918284189727;44.607394456253964;123.46070137861442
45;32.94258248570676;46.44506963129665;111.34996853927723
46;33.874863469920264;46.853505143168185;104.44452425113674
47;34.816153966603565;45.3427287418154;99.8341655834671
48;35.867979989214604;45.48113932402628;109.96370285093725
49;35.95827801404603;45.781847384106925;100.90328531807191
50;37.4066815754198;46.22424049866399;71.59148232576617
51;37.527091784371954;48.924202789569286;79.16313354111048
52;38.552311763977464;51.48777814159555;107.73006599299629
53;38.82037755882083;49.28947688239593;103.07395377897299
54;38.93677012202599;48.77337982468197;98.00428482959985
55;39.47990248393031;50.47257088773609;108.1467603258647
56;39.58658597755598;50.052214989989096;107.88291162585813
57;40.7080785469223;54.022710123043794;85.13798140294315
58;42.25959258789027;51.89944725947235;79.60151069875396
59;40.982651062308115;59.50085839735585;105.50984987713557
60;42.42625303170232;55.95446292866684;86.58526129649782
61;42.996024654887314;59.47997501319446;101.07294634653927
62;41.76725288009768;55.133243053745545;95.4344303384583
63;43.11102525977755;51.14279870040874;98.16966577090413
64;42.92414586808018;54.424385638147385;103.00408839155759
65;40.973044121887895;56.48486862539413;115.02554344141193
66;42.14747630205458;56.1307525786972;120.42545555863367
67;40.76828887268123;56.84080053408343;124.40623181814932
68;41.42871881680496;54.12563974206628;120.67117893047717
69;42.38901952999687;52.96521290677646;118.75846057350762
70;42.566839527834084;52.668252161351305;109.89052412933897
71;44.62597634127254;51.01203487404887;104.3328437670908
72;40.96667155213203;53.994199914958344;119.81631220403705
73;40.337101753662985;54.11567500549724;125.81085059719733
74;40.22753749830601;53.898572681587005;127.44010628493812
75;42.37902190175546;51.733053147531514;111.3521247424054
76;42.208933737053556;51.9015990148487;117.25829671694032
77;40.44046641084829;52.01037229234585;123.62981816290907
78;43.152893637275845;50.10441000706386;114.50149641342048
79;40.290323233264495;50.68287003483471;120.8846210292937
80;43.22652197385099;49.34582638493876;113.29533348335757
81;39.923138416716334;49.79558705143517;122.60892729365678
82;39.954088233308624;49.17293179525469;122.12208402077324
83;39.999169478632595;48.487557739734484;121.53380033463432
84;39.88627763829072;47.85179906178298;120.97045873616179
85;39.824514841122635;47.21063240274045;120.43531065792828
